y,x
0.5991290983606558,0
0.7648565573770492,80
0.8113449691991786,160
0.852880658436214,240
0.8657786885245902,320
0.8840020576131687,400
0.8834876543209876,480
0.8991273100616016,560
0.8968621399176955,640
0.8919404517453798,720
0.8900817995910021,800
0.8904320987654321,880
0.8947638603696099,960
0.8933367768595041,1040
0.8936335403726708,1120
0.8927835051546392,1200
0.8944099378881988,1280
0.9015072765072765,1360
0.9015625,1440
0.9043659043659044,1520
0.9082112970711297,1600
0.9045502092050209,1680
0.9033613445378151,1760
0.8992693110647182,1840
0.9061850311850311,1920
0.9082640332640333,2000
0.9056652806652806,2080
0.9093035343035343,2160
0.9094917012448133,2240
0.9139004149377593,2320
0.9176195426195426,2400
0.9139004149377593,2480
0.9180497925311203,2560
0.9224585062240664,2640
0.9188278008298755,2720
0.9178794178794178,2800
0.9165800415800416,2880
0.9212577962577962,2960
0.9231366459627329,3040
0.9238119834710744,3120
0.922037422037422,3200
0.918918918918919,3280
0.9159751037344398,3360
0.9203838174273858,3440
0.918918918918919,3520
0.9182291666666667,3600
0.91875,3680
0.9147609147609148,3760
0.92265625,3840
0.9114583333333334,3920
0.9119791666666667,4000
0.9160602910602911,4080
0.9225571725571725,4160
0.921875,4240
0.9200520833333333,4320
0.918580375782881,4400
0.9201461377870563,4480
0.92265625,4560
0.9203125,4640
0.9204781704781705,4720
0.9169270833333333,4800
0.9140625,4880
0.9096354166666667,4960
0.9033854166666667,5040
0.8997395833333334,5120
0.899008350730689,5200
0.9044270833333333,5280
0.9080729166666667,5360
0.9078125,5440
0.900987525987526,5520
0.9139812889812889,5600
0.9104166666666667,5680
0.9000521920668059,5760
0.9033854166666667,5840
0.9075520833333334,5920
0.9177083333333333,6000
0.9144050104384134,6080
0.9166666666666666,6160
0.9122395833333333,6240
0.9109375,6320
0.9111979166666667,6400
0.9109375,6480
0.9084029227557411,6560
0.9037863070539419,6640
0.9093035343035343,6720
0.908454356846473,6800
0.9087837837837838,6880
0.9177083333333333,6960
0.91008316008316,7040
0.9026041666666667,7120
0.9089248434237995,7200
0.9098958333333333,7280
0.9093035343035343,7360
0.90859375,7440
0.9178794178794178,7520
0.9151041666666667,7600
0.9235966735966736,7680
0.9207380457380457,7760
0.9231770833333334,7840
0.9197916666666667,7920
0.9214509394572025,8000
0.9205020920502092,8080
0.91953125,8160
0.91796875,8240
0.9152806652806653,8320
0.920997920997921,8400
0.9192708333333334,8480
0.9147609147609148,8560
0.9125,8640
0.91171875,8720
0.9122395833333333,8800
0.9138020833333333,8880
0.91328125,8960
0.9135416666666667,9040
0.9190104166666667,9120
0.9191787941787942,9200
0.9182291666666667,9280
0.9238565488565489,9360
0.9260892116182573,9440
0.9193464730290456,9520
0.918918918918919,9600
0.9194386694386695,9680
0.9200310559006211,9760
0.9175311203319502,9840
0.91875,9920
0.9177974947807933,10000

