y,x
0.5910269709543569,0
0.650987525987526,80
0.68515625,160
0.6340956340956341,240
0.6598958333333333,320
0.7265625,400
0.74765625,480
0.728125,560
0.7466145833333333,640
0.7416492693110647,720
0.71328125,800
0.7411458333333333,880
0.76171875,960
0.709375,1040
0.7325520833333333,1120
0.78828125,1200
0.787839248434238,1280
0.7747912317327766,1360
0.7744791666666667,1440
0.7729645093945721,1520
0.7864583333333334,1600
0.7969728601252609,1680
0.7920146137787056,1760
0.7896659707724426,1840
0.8064853556485355,1920
0.794194560669456,2000
0.7807933194154488,2080
0.7570459290187892,2160
0.7765625,2240
0.8127604166666667,2320
0.8063674321503131,2400
0.8190104166666666,2480
0.8389874739039666,2560
0.8473382045929019,2640
0.865847280334728,2720
0.8503668763102725,2800
0.8317708333333333,2880
0.8174479166666667,2960
0.80546875,3040
0.8384655532359081,3120
0.8517745302713987,3200
0.846875,3280
0.8317708333333333,3360
0.8061064718162839,3440
0.7920146137787056,3520
0.8068893528183716,3600
0.8271443514644351,3680
0.8272058823529411,3760
0.8425052410901468,3840
0.847972972972973,3920
0.8402922755741128,4000
0.8426409185803758,4080
0.8233298538622129,4160
0.8181106471816284,4240
0.8236979166666667,4320
0.8335073068893528,4400
0.8170668058455115,4480
0.83515625,4560
0.8334199584199584,4640
0.8411458333333334,4720
0.8452505219206681,4800
0.8228079331941545,4880
0.8094989561586639,4960
0.8397703549060542,5040
0.8174479166666667,5120
0.8496868475991649,5200
0.8671875,5280
0.8614016736401674,5360
0.8603862212943633,5440
0.8340292275574113,5520
0.8525574112734864,5600
0.8629958246346555,5680
0.819937369519833,5760
0.8444676409185804,5840
0.8551255230125523,5920
0.8376826722338204,6000
0.837160751565762,6080
0.8462343096234309,6160
0.8587526205450734,6240
0.8564330543933054,6320
0.8519392033542977,6400
0.8285490605427975,6480
0.8415271966527197,6560
0.8480648535564853,6640
0.8564718162839249,6720
0.8221757322175732,6800
0.8349056603773585,6880
0.8293319415448852,6960
0.8111924686192469,7040
0.833768267223382,7120
0.8402922755741128,7200
0.8567708333333334,7280
0.8457724425887265,7360
0.8400313152400835,7440
0.8528645833333334,7520
0.8637787056367432,7600
0.8296875,7680
0.8315899581589958,7760
0.8221354166666667,7840
0.8094989561586639,7920
0.8089770354906054,8000
0.8470772442588727,8080
0.8251565762004175,8160
0.8338541666666667,8240
0.8685031185031185,8320
0.8703222453222453,8400
0.8268229166666666,8480
0.8345511482254697,8560
0.8361979166666667,8640
0.8381742738589212,8720
0.8313409563409564,8800
0.8588204592901879,8880
0.8556889352818372,8960
0.8346354166666666,9040
0.8374217118997912,9120
0.8155010438413361,9200
0.8322025052192067,9280
0.8235908141962421,9360
0.8149791231732777,9440
0.8335073068893528,9520
0.8291666666666667,9600
0.808455114822547,9680
0.8433577405857741,9760
0.850991649269311,9840
0.8292364016736402,9920
0.8336820083682008,10000

