y,x
0.5495824634655533,0
0.7526096033402923,80
0.767223382045929,160
0.7875,240
0.7997395833333333,320
0.8078125,400
0.8153645833333333,480
0.8303757828810021,560
0.8449895615866388,640
0.8466145833333333,720
0.8565104166666667,800
0.865866388308977,880
0.86640625,960
0.8888020833333333,1040
0.88671875,1120
0.8911795407098121,1200
0.9002604166666667,1280
0.8950520833333333,1360
0.9065104166666667,1440
0.9016179540709812,1520
0.9057291666666667,1600
0.9133611691022965,1680
0.9124220374220374,1760
0.8973492723492723,1840
0.8991683991683992,1920
0.9010416666666666,2000
0.9085239085239085,2080
0.9172717842323651,2160
0.9203838174273858,2240
0.9240145228215768,2320
0.920902489626556,2400
0.918918918918919,2480
0.9215176715176715,2560
0.9158004158004158,2640
0.9196058091286307,2720
0.9160602910602911,2800
0.9106029106029107,2880
0.9105290456431535,2960
0.9085239085239085,3040
0.9051455301455301,3120
0.9017116182572614,3200
0.9115663900414938,3280
0.9119791666666667,3360
0.9216145833333333,3440
0.9176195426195426,3520
0.9223958333333333,3600
0.9240605427974948,3680
0.9204781704781705,3760
0.9222972972972973,3840
0.9243762993762994,3920
0.924792531120332,4000
0.9206431535269709,4080
0.9263485477178424,4160
0.9225571725571725,4240
0.9206431535269709,4320
0.9221991701244814,4400
0.9214211618257261,4480
0.9203838174273858,4560
0.92675983436853,4640
0.9226190476190477,4720
0.9195134575569358,4800
0.928941908713693,4880
0.920902489626556,4960
0.9265010351966874,5040
0.9206431535269709,5120
0.9219398340248963,5200
0.9175311203319502,5280
0.921161825726141,5360
0.928941908713693,5440
0.9312759336099585,5520
0.9298336798336798,5600
0.9234958506224067,5680
0.921161825726141,5760
0.9281639004149378,5840
0.9188278008298755,5920
0.8848752598752598,6000
0.9260892116182573,6080
0.9228778467908902,6160
0.9256756756756757,6240
0.9270186335403726,6320
0.9298654244306418,6400
0.9226190476190477,6480
0.9266078838174274,6560
0.9290890269151139,6640
0.9232365145228216,6720
0.9296066252587992,6800
0.9199380165289256,6880
0.9228170478170478,6960
0.9242738589211619,7040
0.9159751037344398,7120
0.9241164241164241,7200
0.9208333333333333,7280
0.9169270833333333,7360
0.9243762993762994,7440
0.9235966735966736,7520
0.92421875,7600
0.9230167014613778,7680
0.9243215031315241,7760
0.9274948024948025,7840
0.9194386694386695,7920
0.9230769230769231,8000
0.9237551867219918,8080
0.9221991701244814,8160
0.9169254658385093,8240
0.9196985446985447,8320
0.9192708333333334,8400
0.9155405405405406,8480
0.9134615384615384,8560
0.9160602910602911,8640
0.918918918918919,8720
0.9153726708074534,8800
0.9228778467908902,8880
0.9176195426195426,8960
0.9218426501035196,9040
0.9231958762886598,9120
0.9268480492813141,9200
0.9290123456790124,9280
0.9232954545454546,9360
0.9257731958762887,9440
0.9265010351966874,9520
0.9258298755186722,9600
0.9219398340248963,9680
0.9229771784232366,9760
0.9183991683991684,9840
0.9255208333333333,9920
0.9206680584551148,10000

